GENESIS-Tabelle: 036-02-5-B
Gebäude mit Wohnraum nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
14626250;Krauschwitz;1217;899;243;59;10;6
14626260;Kreba-Neudorf;381;317;51;10;3;-
14626270;Lawalde;688;546;106;33;3;-
14626280;Leutersdorf;1279;865;317;94;3;-
14626290;Löbau, Stadt;3514;2073;462;464;480;35
14626300;Markersdorf;1444;1159;207;69;9;-
14626310;Mittelherwigsdorf;1368;1060;211;94;3;-
14626320;Mücka;399;340;47;12;-;-
14626330;Neißeaue;663;560;78;21;4;-
14626340;Neugersdorf, Stadt;-;-;-;-;-;-
14626350;Neusalza-Spremberg, Stadt;1193;816;254;110;13;-
14626360;Niedercunnersdorf;589;445;116;25;-;3
14626370;Niesky, Stadt;2718;1991;311;230;168;18
14626380;Obercunnersdorf;725;559;131;35;-;-
14626390;Oderwitz;1730;1147;403;158;22;-
14626400;Olbersdorf;1164;728;157;129;119;31
14626410;Oppach;803;565;152;83;3;-
14626420;Ostritz, Stadt;824;509;193;103;19;-
14626430;Oybin;575;409;99;61;6;-
14626440;Quitzdorf am See;506;415;69;19;3;-
14626450;Reichenbach/O.L., Stadt;1186;859;153;125;46;3
14626460;Rietschen;974;728;164;69;13;-
14626470;Rosenbach;584;466;100;9;9;-
14626480;Rothenburg/O.L., Stadt;1508;1127;204;109;68;-
14626490;Schleife;916;661;206;46;3;-
14626500;Schönau-Berzdorf a. d. Eigen;467;341;37;79;10;-
14626510;Schönbach;467;343;99;25;-;-
14626520;Schöpstal;876;712;118;40;6;-
14626530;Seifhennersdorf, Stadt;1285;769;295;192;26;3
14626540;Sohland a. Rotstein;493;426;51;13;3;-
14626550;Strahwalde;-;-;-;-;-;-
14626560;Trebendorf;325;214;108;3;-;-
14626570;Vierkirchen;673;565;70;38;-;-
14626580;Waldhufen;954;778;140;27;9;-
14626590;Weißkeißel;492;380;91;21;-;-
14626600;Weißwasser/O.L., Stadt;2682;1413;254;273;700;42
14626610;Zittau, Stadt;5458;2253;713;1614;759;119
14627010;Coswig, Stadt;3505;2038;429;466;413;159
14627020;Diera-Zehren;1175;843;224;99;6;3
14627030;Ebersbach;1462;1107;261;82;12;-
14627040;Glaubitz;613;472;110;31;-;-
14627050;Gröditz, Stadt;1189;634;159;180;173;43
14627060;Großenhain, Stadt;4620;2819;811;672;245;73
14627070;Hirschstein;722;554;121;34;13;-
14627080;Käbschütztal;862;602;174;73;9;4
14627090;Ketzerbachtal;792;547;151;76;12;6
14627100;Klipphausen;1828;1325;349;125;26;3
14627110;Lampertswalde;597;451;123;17;6;-
14627120;Leuben-Schleinitz;460;347;78;35;-;-
14627130;Lommatzsch, Stadt;1434;848;278;238;70;-
14627140;Meißen, Stadt;4632;1948;585;1072;910;117
14627150;Moritzburg;2479;1769;486;174;50;-
14627160;Nauwalde;334;233;87;14;-;-
14627170;Niederau;1181;835;218;94;34;-
14627180;Nossen, Stadt;1827;1062;334;360;61;10
14627190;Nünchritz;1618;1166;250;102;72;28
14627200;Priestewitz;1036;707;232;87;10;-
14627210;Radebeul, Stadt;7150;4005;1248;1380;477;40
14627220;Radeburg, Stadt;1903;1241;386;186;65;25
14627230;Riesa, Stadt;5359;2825;528;775;1091;140
14627240;Röderaue;928;631;181;113;-;3
14627250;Schönfeld;592;423;135;34;-;-
14627260;Stauchitz;1046;775;162;82;27;-
14627270;Strehla, Stadt;1176;831;185;137;23;-
14627280;Tauscha;455;318;119;18;-;-
14627290;Thiendorf;725;522;164;39;-;-
14627300;Triebischtal;1348;1001;208;126;10;3
14627310;Weinböhla;2926;2113;524;211;66;12
14627320;Weißig a. Raschütz;307;237;54;16;-;-
14627330;Wildenhain;-;-;-;-;-;-
14627340;Wülknitz;575;435;88;46;6;-
14627350;Zabeltitz;-;-;-;-;-;-
14627360;Zeithain;1691;1114;377;124;53;23
14628010;Altenberg, Stadt;2641;1726;505;346;49;15
14628020;Bad Gottleuba-Berggießhübel, Stadt;1648;1059;311;246;22;10
14628030;Bad Schandau, Stadt;792;390;174;189;30;9
14628040;Bahretal;665;434;153;60;18;-
14628050;Bannewitz;2640;1882;369;251;112;26
14628060;Dippoldiswalde, Stadt;2516;1511;496;354;134;21
14628070;Dohma;568;401;104;52;7;4
14628080;Dohna, Stadt;1579;1095;245;188;45;6
14628090;Dorfhain;351;230;81;40;-;-
14628100;Dürrröhrsdorf-Dittersbach;1279;847;286;107;35;4
14628110;Freital, Stadt;7261;4113;955;1308;741;144
14628120;Geising, Stadt;-;-;-;-;-;-
14628130;Glashütte, Stadt;1981;1229;418;262;69;3
14628140;Gohrisch;665;408;168;86;3;-
14628150;Hartmannsdorf-Reichenau;376;242;95;39;-;-
14628160;Heidenau, Stadt;2082;840;203;442;485;112
14628170;Hermsdorf/Erzgeb.;289;174;77;35;3;-
14628180;Höckendorf;815;468;235;99;13;-
14628190;Hohnstein, Stadt;1125;701;291;121;12;-
14628200;Kirnitzschtal;670;405;188;74;3;-
14628205;Klingenberg;-;-;-;-;-;-
14628210;Königstein/Sächs. Schw., Stadt;675;351;153;137;34;-
14628220;Kreischa;1238;819;244;135;34;6
14628230;Liebstadt, Stadt;459;277;120;62;-;-
14628240;Lohmen;889;591;198;67;33;-
14628250;Müglitztal;636;434;123;61;18;-
14628260;Neustadt i. Sa., Stadt;2975;1702;594;397;238;44
14628270;Pirna, Stadt;6385;3357;803;1132;951;142
14628280;Porschdorf;326;177;88;57;4;-
14628290;Pretzschendorf;1213;772;292;104;42;3
14628300;Rabenau, Stadt;1153;669;260;190;34;-
14628310;Rathen, Kurort;159;101;33;25;-;-
14628320;Rathmannsdorf;283;139;66;75;-;3
14628330;Reinhardtsdorf-Schöna;477;272;153;52;-;-
14628340;Rosenthal-Bielatal;588;385;137;66;-;-
14628350;Schmiedeberg;1195;692;270;205;28;-
14628360;Sebnitz, Stadt;2011;1131;320;395;153;12
14628370;Stadt Wehlen, Stadt;501;275;117;90;19;-
14628380;Stolpen, Stadt;1681;1139;322;182;38;-
14628390;Struppen;831;563;168;97;3;-
14628400;Tharandt, Stadt;1464;945;265;233;18;3
14628410;Wilsdruff, Stadt;3381;2258;583;378;141;21
14713000;Leipzig, Stadt;59522;27682;3471;6198;16658;5513
14729010;Bad Lausick, Stadt;2344;1661;361;201;118;3
14729020;Belgershain;1014;786;121;69;38;-
14729030;Bennewitz;1632;1259;213;140;20;-
14729040;Böhlen, Stadt;1328;713;143;345;116;11
14729050;Borna, Stadt;3797;2020;454;707;576;40
14729060;Borsdorf;1980;1391;270;184;116;19
14729070;Brandis, Stadt;2850;2150;345;274;81;-
14729080;Colditz, Stadt;2674;1758;477;309;124;6
14729090;Deutzen;403;226;30;112;35;-
14729100;Elstertrebnitz;477;394;63;16;4;-
14729110;Espenhain;678;493;104;44;25;12
14729120;Eulatal;-;-;-;-;-;-
14729130;Falkenhain;1212;922;214;54;19;3
14729140;Frohburg, Stadt;3345;2512;526;246;54;7
14729150;Geithain, Stadt;1393;840;236;195;114;8
14729160;Grimma, Stadt;7168;4912;1111;679;428;38
14729170;Groitzsch, Stadt;2143;1379;359;289;116;-
14729180;Großbothen;-;-;-;-;-;-
14729190;Großpösna;1959;1691;212;43;13;-
14729200;Hohburg;908;675;178;49;6;-
14729210;Kitzen;669;528;113;25;3;-
14729220;Kitzscher, Stadt;1280;908;76;134;139;23
14729230;Kohren-Sahlis, Stadt;923;701;159;59;4;-
14729245;Lossatal;-;-;-;-;-;-
14729250;Machern;1989;1618;201;102;62;6
14729260;Markkleeberg, Stadt;4715;3028;445;561;637;44
14729270;Markranstädt, Stadt;4108;2961;571;362;177;37
14729280;Mutzschen, Stadt;690;505;110;58;17;-
14729290;Narsdorf;521;363;95;41;22;-
14729300;Naunhof, Stadt;2445;1750;367;232;74;22
14729310;Nerchau, Stadt;-;-;-;-;-;-
14729320;Neukieritzsch;1306;846;163;170;104;23
14729330;Otterwisch;472;362;73;37;-;-
14729340;Parthenstein;1274;1016;208;50;-;-
14729350;Pegau, Stadt;1130;638;210;193;83;6
14729360;Regis-Breitingen, Stadt;1051;668;167;128;85;3
14729370;Rötha, Stadt;1002;664;114;182;39;3
14729380;Thallwitz;1206;914;201;76;12;3
14729390;Thümmlitzwalde;-;-;-;-;-;-
14729400;Trebsen/Mulde, Stadt;1251;926;198;110;17;-
14729410;Wurzen, Stadt;3511;1959;435;563;528;26
14729420;Zschadraß;-;-;-;-;-;-
14729430;Zwenkau, Stadt;2308;1553;310;309;133;3
14730010;Arzberg;754;626;86;23;16;3
14730020;Bad Düben, Stadt;2108;1476;285;182;165;-
14730030;Beilrode;1499;1168;229;65;37;-
14730040;Belgern, Stadt;1558;1159;266;112;21;-
14730045;Belgern-Schildau, Stadt;-;-;-;-;-;-
14730050;Cavertitz;784;588;144;52;0;-
14730060;Dahlen, Stadt;1601;1203;265;112;18;3
14730070;Delitzsch, Stadt;5128;3075;628;674;719;32
14730080;Doberschütz;1507;1203;259;31;14;-
14730090;Dommitzsch, Stadt;919;640;166;92;21;-
14730100;Dreiheide;767;621;128;12;6;-
14730110;Eilenburg, Stadt;3141;1773;322;530;483;33
14730120;Elsnig;527;404;95;22;6;-
14730130;Großtreben-Zwethau;-;-;-;-;-;-
14730140;Jesewitz;1068;875;144;40;9;-
14730150;Krostitz;1240;866;282;82;10;-
14730160;Laußig;1280;993;188;54;45;-
14730170;Liebschützberg;1099;835;199;41;24;-
14730180;Löbnitz;702;561;114;18;9;-
14730190;Mockrehna;1690;1290;303;60;37;-
14730200;Mügeln, Stadt;1958;1376;278;234;67;3
14730210;Naundorf;750;561;115;54;20;-
14730220;Neukyhna;793;618;133;35;7;-
14730230;Oschatz, Stadt;3256;1932;473;488;322;41
14730240;Pflückuff;-;-;-;-;-;-
14730250;Rackwitz;1270;873;175;110;98;14
14730260;Schildau, Gneisenaustadt, Stadt;1289;1036;183;64;6;-
14730270;Schkeuditz, Stadt;4202;2823;583;377;391;28
14730280;Schönwölkau;852;643;143;48;18;-
14730290;Sornzig-Ablaß;-;-;-;-;-;-
14730300;Taucha, Stadt;3605;2474;358;480;259;34
14730310;Torgau, Stadt;3545;1968;433;564;520;60
14730320;Trossin;556;449;82;22;3;-
14730330;Wermsdorf;1831;1404;278;116;30;3
14730340;Wiedemar;650;474;119;41;16;-
14730350;Zinna;361;271;51;23;16;-
14730360;Zschepplin;1052;809;182;42;19;-
14730370;Zwochau;291;198;63;21;9;-
15001000;Dessau-Roßlau, Stadt;18815;12364;1751;2017;2403;280
15002000;Halle (Saale), Stadt;29049;13631;2099;4480;7343;1496
15003000;Magdeburg, Landeshauptstadt;32835;18145;2263;4993;5760;1674
15081005;Ahlum;-;-;-;-;-;-
15081010;Algenstedt;-;-;-;-;-;-
15081015;Altensalzwedel;-;-;-;-;-;-
15081020;Altmersleben;-;-;-;-;-;-
15081025;Apenburg;-;-;-;-;-;-
15081026;Apenburg-Winterfeld, Flecken;665;558;81;23;-;3
15081030;Arendsee (Altmark), Stadt;2597;1980;392;198;27;-
15081035;Badel;-;-;-;-;-;-
15081040;Bandau;-;-;-;-;-;-
15081045;Beetzendorf;1032;791;139;95;4;3
15081050;Benkendorf;-;-;-;-;-;-
15081055;Berge b. Gardelegen;-;-;-;-;-;-
15081060;Bierstedt;-;-;-;-;-;-
15081065;Binde;-;-;-;-;-;-
15081070;Bonese;-;-;-;-;-;-
15081075;Bornsen;-;-;-;-;-;-
15081080;Breitenfeld;-;-;-;-;-;-
15081085;Brunau;-;-;-;-;-;-
15081090;Chüden;-;-;-;-;-;-
15081095;Dähre;587;494;62;31;-;-
15081100;Dannefeld;-;-;-;-;-;-
15081105;Diesdorf, Flecken;871;719;98;51;-;3
15081110;Dönitz;-;-;-;-;-;-
15081115;Ellenberg, Altmark;-;-;-;-;-;-
15081120;Engersen;-;-;-;-;-;-
15081125;Estedt;-;-;-;-;-;-
15081130;Fleetmark;-;-;-;-;-;-
15081135;Gardelegen, Hansestadt;6898;5178;902;584;215;19
15081140;Gieseritz;-;-;-;-;-;-
15081145;Güssefeld;-;-;-;-;-;-
15081150;Hanum;-;-;-;-;-;-
15081155;Hemstedt;-;-;-;-;-;-
15081160;Henningen;-;-;-;-;-;-
15081165;Hohentramm;-;-;-;-;-;-
15081170;Hottendorf;-;-;-;-;-;-
15081175;Höwisch;-;-;-;-;-;-
15081180;Immekath;-;-;-;-;-;-
15081185;Jahrstedt;-;-;-;-;-;-
15081190;Jävenitz;-;-;-;-;-;-
15081195;Jeeben;-;-;-;-;-;-
15081200;Jeetze;-;-;-;-;-;-
15081205;Jeggau;-;-;-;-;-;-
15081210;Jeggeleben;-;-;-;-;-;-
15081215;Jerchel, Altmark;-;-;-;-;-;-
15081220;Jeseritz;-;-;-;-;-;-
15081225;Jübar;620;485;92;37;3;3
15081230;Kahrstedt;-;-;-;-;-;-
15081235;Kakerbeck;-;-;-;-;-;-
15081240;Kalbe (Milde), Stadt;2799;2168;370;216;45;-
15081245;Kassieck;-;-;-;-;-;-
15081250;Kaulitz;-;-;-;-;-;-
15081255;Kerkau;-;-;-;-;-;-
15081260;Kläden b. Arendsee, Altmark;-;-;-;-;-;-
15081265;Klein Gartz;-;-;-;-;-;-
15081270;Kleinau;-;-;-;-;-;-
15081275;Kloster Neuendorf;-;-;-;-;-;-
15081280;Klötze, Stadt;3358;2652;400;181;122;3
15081285;Köckte;-;-;-;-;-;-
15081290;Kuhfelde;398;337;44;17;-;-
15081295;Kunrau;-;-;-;-;-;-
15081300;Kusey;-;-;-;-;-;-
15081305;Lagendorf;-;-;-;-;-;-
15081310;Langenapel;-;-;-;-;-;-
15081315;Leppin, Altmark;-;-;-;-;-;-
15081320;Letzlingen;-;-;-;-;-;-
15081325;Liesten;-;-;-;-;-;-
15081330;Lindstedt;-;-;-;-;-;-
15081335;Lüdelsen;-;-;-;-;-;-
15081340;Mechau;-;-;-;-;-;-
15081345;Mehmke;-;-;-;-;-;-
15081350;Mellin;-;-;-;-;-;-
15081355;Mieste;-;-;-;-;-;-
15081360;Miesterhorst;-;-;-;-;-;-
15081365;Nettgau;-;-;-;-;-;-
15081370;Neuekrug;-;-;-;-;-;-
15081375;Neuendorf, Altmark;-;-;-;-;-;-
15081380;Neuendorf am Damm;-;-;-;-;-;-
15081385;Neuferchau;-;-;-;-;-;-
15081390;Neulingen, Altmark;-;-;-;-;-;-
15081395;Osterwohle;-;-;-;-;-;-
15081400;Packebusch;-;-;-;-;-;-
15081405;Peckfitz;-;-;-;-;-;-
15081410;Potzehne;-;-;-;-;-;-
15081415;Pretzier;-;-;-;-;-;-
15081420;Püggen;-;-;-;-;-;-
15081425;Rademin;-;-;-;-;-;-
15081430;Riebau;-;-;-;-;-;-
15081435;Ristedt;-;-;-;-;-;-
15081440;Rohrberg;408;333;56;16;3;-
15081445;Roxförde;-;-;-;-;-;-
15081450;Sachau;-;-;-;-;-;-
15081455;Salzwedel, Hansestadt;6720;4901;639;736;417;27
15081460;Sanne-Kerkuhn;-;-;-;-;-;-
15081465;Schenkenhorst, Altmark;-;-;-;-;-;-
15081470;Schrampe;-;-;-;-;-;-
15081475;Schwiesau;-;-;-;-;-;-
15081480;Seebenau;-;-;-;-;-;-
15081485;Seethen;-;-;-;-;-;-
15081490;Sichau;-;-;-;-;-;-
15081495;Siedenlangenbeck;-;-;-;-;-;-
15081500;Solpke;-;-;-;-;-;-
15081505;Steimke;-;-;-;-;-;-
15081510;Steinitz;-;-;-;-;-;-
15081515;Tangeln;-;-;-;-;-;-
15081520;Thielbeer;-;-;-;-;-;-
15081525;Tylsen;-;-;-;-;-;-
15081530;Valfitz;-;-;-;-;-;-
15081535;Vienau;-;-;-;-;-;-
15081540;Vissum;-;-;-;-;-;-
15081545;Wallstawe;343;291;32;20;-;-
15081550;Wannefeld;-;-;-;-;-;-
15081555;Wenze;-;-;-;-;-;-
15081560;Wernstedt;-;-;-;-;-;-
15081565;Wieblitz-Eversdorf;-;-;-;-;-;-
15081570;Wiepke;-;-;-;-;-;-
15081575;Winkelstedt;-;-;-;-;-;-
15081580;Winterfeld;-;-;-;-;-;-
15081585;Zethlingen;-;-;-;-;-;-
15081590;Zichtau;-;-;-;-;-;-
15081595;Ziemendorf;-;-;-;-;-;-
15082005;Aken (Elbe), Stadt;2781;2177;354;157;90;3
15082010;Altjeßnitz;-;-;-;-;-;-
15082015;Bitterfeld-Wolfen, Stadt;9224;5030;1205;1642;1234;113
15082020;Bobbau;-;-;-;-;-;-
15082025;Bornum;-;-;-;-;-;-
15082030;Brehna;-;-;-;-;-;-
15082035;Buhlendorf;-;-;-;-;-;-
15082040;Burgkemnitz;-;-;-;-;-;-
15082045;Chörau;-;-;-;-;-;-
15082050;Deetz b. Stendal;-;-;-;-;-;-
15082055;Diebzig;-;-;-;-;-;-
15082060;Dobritz;-;-;-;-;-;-
15082065;Dornbock;-;-;-;-;-;-
15082070;Drosa;-;-;-;-;-;-
15082075;Edderitz;-;-;-;-;-;-
15082080;Elsnigk;-;-;-;-;-;-
15082085;Fraßdorf;-;-;-;-;-;-
15082090;Friedersdorf b. Bitterfeld;-;-;-;-;-;-
15082095;Gehrden b. Zerbst;-;-;-;-;-;-
15082100;Glauzig;-;-;-;-;-;-
15082105;Glebitzsch;-;-;-;-;-;-
15082110;Gödnitz;-;-;-;-;-;-
15082115;Görzig b. Köthen, Anh;-;-;-;-;-;-
15082120;Gossa;-;-;-;-;-;-
15082125;Grimme;-;-;-;-;-;-
15082130;Gröbern;-;-;-;-;-;-
15082135;Gröbzig;-;-;-;-;-;-
15082140;Großbadegast;-;-;-;-;-;-
15082145;Großpaschleben;-;-;-;-;-;-
15082150;Güterglück;-;-;-;-;-;-
15082155;Hinsdorf;-;-;-;-;-;-
15082160;Hohenlepte;-;-;-;-;-;-
15082165;Jeßnitz (Anhalt);-;-;-;-;-;-
15082170;Jütrichau;-;-;-;-;-;-
15082175;Kleinpaschleben;-;-;-;-;-;-
15082180;Köthen (Anhalt), Stadt;5622;3298;596;1019;603;106
15082185;Krina;-;-;-;-;-;-
15082190;Leps;-;-;-;-;-;-
15082195;Libbesdorf;-;-;-;-;-;-
15082200;Libehna;-;-;-;-;-;-
15082205;Lindau;-;-;-;-;-;-
15082210;Maasdorf;-;-;-;-;-;-
15082215;Marke;-;-;-;-;-;-
15082220;Meilendorf;-;-;-;-;-;-
15082225;Micheln;-;-;-;-;-;-
15082230;Moritz;-;-;-;-;-;-
15082235;Mühlbeck;-;-;-;-;-;-
15082240;Muldenstein;-;-;-;-;-;-
15082241;Muldestausee;4345;3383;770;179;13;-
15082245;Nedlitz b. Zerbst;-;-;-;-;-;-
15082250;Nutha;-;-;-;-;-;-
15082255;Osternienburg;-;-;-;-;-;-
15082256;Osternienburger Land;3274;2684;410;152;28;-
15082260;Petersroda;-;-;-;-;-;-
15082265;Piethen;-;-;-;-;-;-
15082270;Plodda;-;-;-;-;-;-
15082275;Polenzko;-;-;-;-;-;-
15082280;Pouch;-;-;-;-;-;-
15082285;Prosigk;-;-;-;-;-;-
15082290;Quellendorf;-;-;-;-;-;-
15082295;Radegast b. Köthen, Anh;-;-;-;-;-;-
15082300;Raguhn;-;-;-;-;-;-
15082301;Raguhn-Jeßnitz, Stadt;3426;2661;520;194;48;3
15082305;Reppichau;-;-;-;-;-;-
15082310;Retzau;-;-;-;-;-;-
15082315;Reuden/Anhalt;-;-;-;-;-;-
15082320;Reupzig;-;-;-;-;-;-
15082325;Riesdorf;-;-;-;-;-;-
15082330;Roitzsch;-;-;-;-;-;-
15082335;Rösa;-;-;-;-;-;-
15082340;Sandersdorf-Brehna, Stadt;4520;3328;629;356;188;19
15082345;Scheuder;-;-;-;-;-;-
15082350;Schierau;-;-;-;-;-;-
15082355;Schlaitz;-;-;-;-;-;-
15082360;Schortewitz;-;-;-;-;-;-
15082365;Schwemsal;-;-;-;-;-;-
15082370;Steutz;-;-;-;-;-;-
15082375;Straguth;-;-;-;-;-;-
15082377;Südliches Anhalt, Stadt;4971;4002;605;282;76;6
15082380;Thurland;-;-;-;-;-;-
15082385;Tornau vor der Heide;-;-;-;-;-;-
15082390;Trebbichau an der Fuhne;-;-;-;-;-;-
15082395;Trinum;-;-;-;-;-;-
15082400;Walternienburg;-;-;-;-;-;-
15082405;Weißandt-Gölzau;-;-;-;-;-;-
15082410;Wieskau;-;-;-;-;-;-
15082415;Wulfen;-;-;-;-;-;-
15082420;Zabitz;-;-;-;-;-;-
15082425;Zehbitz;-;-;-;-;-;-
15082430;Zerbst/Anhalt, Stadt;6297;4604;734;556;379;24
15082435;Zernitz;-;-;-;-;-;-
15082440;Zörbig, Stadt;3310;2540;524;200;46;-
15083005;Ackendorf;-;-;-;-;-;-
15083010;Alleringersleben;-;-;-;-;-;-
15083015;Altbrandsleben;-;-;-;-;-;-
15083020;Altenhausen;455;374;60;21;-;-
15083025;Am Großen Bruch;857;669;113;72;3;-
15083030;Angern;743;619;77;41;6;-
15083035;Ausleben;596;425;113;48;10;-
15083040;Barleben;2733;2233;283;162;27;28
15083045;Barneberg;-;-;-;-;-;-
15083050;Bartensleben;-;-;-;-;-;-
15083055;Bebertal;-;-;-;-;-;-
15083060;Beendorf;294;207;49;35;3;-
15083065;Behnsdorf;-;-;-;-;-;-
15083070;Belsdorf;-;-;-;-;-;-
15083075;Berenbrock;-;-;-;-;-;-
15083080;Bertingen;-;-;-;-;-;-
15083085;Böddensell;-;-;-;-;-;-
15083090;Born;-;-;-;-;-;-
15083095;Bornstedt b. Haldensleben;-;-;-;-;-;-
15083100;Bösdorf b. Haldensleben;-;-;-;-;-;-
15083105;Bottmersdorf;-;-;-;-;-;-
15083110;Bregenstedt;-;-;-;-;-;-
15083115;Bülstringen;306;239;58;9;-;-
15083120;Burgstall;613;549;38;20;6;-
15083125;Calvörde;1197;890;216;76;15;-
15083130;Colbitz;1289;1161;97;31;-;-
15083135;Cröchern;-;-;-;-;-;-
15083140;Döhren;-;-;-;-;-;-
15083145;Dolle;-;-;-;-;-;-
15083150;Domersleben;-;-;-;-;-;-
15083155;Dorst;-;-;-;-;-;-
15083160;Drackenstedt;-;-;-;-;-;-
15083165;Dreileben;-;-;-;-;-;-
15083170;Druxberge;-;-;-;-;-;-
15083175;Eggenstedt;-;-;-;-;-;-
15083180;Eichenbarleben;-;-;-;-;-;-
15083185;Eickendorf b. Haldensleben;-;-;-;-;-;-
15083190;Eilsleben;1251;906;188;138;19;-
15083195;Eimersleben;-;-;-;-;-;-
15083200;Emden;-;-;-;-;-;-
15083205;Erxleben;1115;883;163;55;14;-
15083210;Eschenrode;-;-;-;-;-;-
15083215;Etingen;-;-;-;-;-;-
15083220;Everingen;-;-;-;-;-;-
15083225;Farsleben;-;-;-;-;-;-
15083230;Flechtingen;954;785;122;28;19;-
15083235;Glindenberg;-;-;-;-;-;-
15083240;Grauingen;-;-;-;-;-;-
15083245;Gröningen, Stadt;1339;1061;170;92;16;-
15083250;Groß Rodensleben;-;-;-;-;-;-
15083255;Groß Santersleben;-;-;-;-;-;-
15083260;Hadmersleben;-;-;-;-;-;-
15083265;Hakenstedt;-;-;-;-;-;-
15083270;Haldensleben, Stadt;4332;2678;706;621;314;13
15083275;Harbke;409;251;63;73;19;3
15083280;Heinrichsberg;-;-;-;-;-;-
15083285;Hermsdorf b. Wolmirstedt;-;-;-;-;-;-
15083290;Hillersleben;-;-;-;-;-;-
15083295;Hödingen;-;-;-;-;-;-
15083298;Hohe Börde;5891;4686;669;420;107;9
15083300;Hohendodeleben;-;-;-;-;-;-
15083305;Hohenwarsleben;-;-;-;-;-;-
15083310;Hornhausen;-;-;-;-;-;-
15083315;Hörsingen;-;-;-;-;-;-
15083320;Hötensleben;1210;787;246;155;22;-
15083323;Ingersleben;512;365;100;44;3;-
15083325;Irxleben;-;-;-;-;-;-
15083330;Ivenrode;-;-;-;-;-;-
15083335;Kathendorf;-;-;-;-;-;-
15083340;Klein Rodensleben;-;-;-;-;-;-
15083345;Klein Wanzleben, Zuckerdorf;-;-;-;-;-;-
15083350;Klüden;-;-;-;-;-;-
15083355;Kroppenstedt, Stadt;580;495;52;30;3;-
15083360;Loitsche;-;-;-;-;-;-
15083361;Loitsche-Heinrichsberg;383;318;36;23;6;-
15083365;Mahlwinkel;-;-;-;-;-;-
15083370;Mannhausen;-;-;-;-;-;-
15083375;Marienborn;-;-;-;-;-;-
15083380;Morsleben;-;-;-;-;-;-
15083385;Neuenhofe;-;-;-;-;-;-
15083390;Niedere Börde;2441;1918;353;157;13;-
15083395;Niederndodeleben;-;-;-;-;-;-
15083400;Nordgermersleben;-;-;-;-;-;-
15083405;Ochtmersleben;-;-;-;-;-;-
15083410;Oebisfelde;-;-;-;-;-;-
15083411;Oebisfelde-Weferlingen, Stadt;4320;3103;712;399;103;3
15083415;Oschersleben (Bode), Stadt;5442;3838;609;683;266;46
15083420;Ostingersleben;-;-;-;-;-;-
15083425;Ovelgünne;-;-;-;-;-;-
15083430;Peseckendorf;-;-;-;-;-;-
15083435;Rätzlingen b. Haldensleben;-;-;-;-;-;-
15083440;Rogätz;792;650;87;49;3;3
15083445;Rottmersleben;-;-;-;-;-;-
15083450;Sandbeiendorf;-;-;-;-;-;-
15083455;Schackensleben;-;-;-;-;-;-
15083460;Schermcke;-;-;-;-;-;-
15083465;Schwanefeld;-;-;-;-;-;-
15083470;Seehausen;-;-;-;-;-;-
15083475;Seggerde;-;-;-;-;-;-
15083480;Siestedt;-;-;-;-;-;-
15083485;Sommersdorf;556;450;65;37;4;-
15083490;Sülzetal;3024;2402;379;180;59;4
15083495;Süplingen;316;258;46;12;-;-
15083500;Uhrsleben;-;-;-;-;-;-
15083505;Ummendorf;324;249;62;10;3;-
15083510;Velsdorf;-;-;-;-;-;-
15083515;Völpke;477;313;75;86;3;-
15083520;Wackersleben;-;-;-;-;-;-
15083525;Walbeck b. Haldersleben;-;-;-;-;-;-
15083530;Wanzleben;-;-;-;-;-;-
15083531;Wanzleben-Börde, Stadt;4570;3422;635;358;143;12
15083535;Wefensleben;522;363;77;15;67;-
15083540;Weferlingen;-;-;-;-;-;-
15083545;Wegenstedt;-;-;-;-;-;-
15083550;Wellen;-;-;-;-;-;-
15083555;Wenddorf;-;-;-;-;-;-
15083557;Westheide;666;562;89;15;-;-
15083560;Wieglitz;-;-;-;-;-;-
15083565;Wolmirstedt, Stadt;2821;2141;234;178;245;23
15083570;Wormsdorf;-;-;-;-;-;-
15083575;Wulferstedt;-;-;-;-;-;-
15083580;Zielitz;530;423;43;3;61;-
15083585;Zobbenitz;-;-;-;-;-;-
15084005;Abtlöbnitz;-;-;-;-;-;-
15084010;Altenroda;-;-;-;-;-;-
15084012;An der Poststraße;614;486;92;22;14;-
15084013;Meineweh;357;264;64;26;3;-
15084015;Bad Bibra, Stadt;940;695;170;60;15;-
15084020;Bad Kösen;-;-;-;-;-;-
15084025;Balgstädt;396;321;56;19;-;-
15084030;Baumersroda;-;-;-;-;-;-
15084035;Bergisdorf;-;-;-;-;-;-
